index,pc1,pc2,T
index1255,0.9380898463077357,-1.5892016851001511,1
index1256,1.1171514908042777,-1.3393900061115855,1
index1257,0.09876238590007481,2.1928011808430017,1
index1258,1.047647914183537,-0.5264588933030235,1
index1259,0.8969469234836265,-1.6321851594369146,1
index126,1.1717117909781014,-1.1957595162623444,1
index1260,-0.1338858536380524,0.9071226973281441,1
index1261,-1.2340157328842616,-0.5314041041547104,1
index1262,-1.275038657916129,-0.6211632778356466,1
index1263,-1.1139288733219979,-0.48209990906755945,1
index1264,1.2505530678935106,-0.9084721367945183,1
index1265,-1.174456528748436,-0.14517822809359093,1
index1266,0.842623901079761,-0.9075627771511838,1
index1267,-1.1083921365300295,0.3337231423432904,1
index1268,0.8142202335564193,0.5287505138072128,1
index1269,1.2249046682353082,-0.8231500935330548,1
index127,0.9865824198600168,-1.4127176348834516,1
index1270,-1.193250880236871,-0.6163555801337984,1
index1271,1.1082444213216596,0.04266390288575348,1
index1272,1.2360828607919117,-1.49045815549979,1
index1273,-1.225699762908207,-0.24529194410510552,1
index1274,-0.5758999386246598,1.243840407249742,1
index1275,-1.1782714322092027,-0.13542434512685006,1
index1276,-1.210190789339379,0.25822234150552326,1
index1277,1.3042919301210816,0.009125587859388107,1
index1278,0.2922762401090867,-0.765260160454876,1
index1279,1.1860140294824995,-1.1448867945292578,1
index128,-1.1768163378435819,-0.021582833080498097,1
index1280,1.0177264207280061,0.5655045685131761,1
index1281,-1.0471888343859186,1.2164645347800276,1
index1282,1.4331037422845818,0.5366857281593136,1
index1283,1.2278707214853393,-0.7513288000680582,1
index1284,1.3221077206704697,0.5519814733159965,1
index1285,0.22539789876071267,1.5429867641821151,1
index1286,1.0946312484708933,0.20135097483066106,1
index1287,-1.254597999303496,-1.3880035145313603,1
index1288,0.4517417859744177,-0.5034155376913404,1
index1289,-1.2507310731886507,-1.528451881726905,1
index129,-1.0160080212796065,0.5413802583820766,1
index1290,0.30890308195551214,-0.1932322148052565,1
index1291,-1.1991637029148663,-0.3243966626642264,1
index1292,-0.045842949256514026,2.1879182213276533,1
index1293,-1.1341228848854774,0.053984783452479534,1
index1294,-1.3440616830943866,-0.28267258556734054,1
index1295,-1.2518937485067303,-0.591592798512825,1
index1296,1.1032829335028815,-0.16329528929824472,1
index1297,-0.909501527067065,0.5221586400134571,1
index1298,0.16295186076493495,1.446566460991802,1
index1299,1.3667957247885185,1.043068501249674,1
index13,-0.40231140698706397,0.5213080758043975,1
index130,1.1603768272982096,-1.051766962145866,1
index1300,0.5708513872810256,-0.4777196020655849,1
index1301,0.49170508976576677,1.2470321765133079,1
index1302,-1.1602581920744903,0.4879613214301361,1
index1303,-1.1589380054295118,-0.39971118433600106,1
index1304,0.15476229883548084,0.8994841633634626,1
index1305,-1.209530939246177,-0.15131386406272998,1
index1306,1.0323364313075574,-0.5704307306447258,1
index1307,0.30196551043643793,0.044955098088908164,1
index1308,-0.9871651723318919,1.1257228180037013,1
index1309,-0.9386453937865435,0.1472927650814641,1
index131,-0.23419083267414162,1.5802467086296017,1
index1310,1.2479493216986854,0.3493206837131335,1
index1311,-0.11931406560113558,1.4297492443894306,1
index1312,0.6577822416444956,-0.167524602796795,1
index1313,-0.889779737724879,-0.35317029723977084,1
index1314,-0.8000463081455031,-0.48556872309563937,1
index1315,-1.2627839154188545,-0.06288214374833334,1
index1316,-1.197782245338853,-0.04126145458251906,1
index1317,1.1231582440096393,-1.0720975675457298,1
index1318,-0.9056687005306673,0.8851689130150202,1
index1319,0.8033651879674621,-0.6718507200708986,1
index132,-1.0197463046650481,1.1651469537757666,1
index1320,1.2326372271305572,-1.3080760059592262,1
index1321,1.1180008735658056,-1.5540960085808149,1
index1322,-0.9268963074032409,0.7618060784759316,1
index1323,1.293336368538828,0.5486253166787503,1
index1324,1.2754734001210124,-0.011365619754457965,1
index1325,1.138281194083718,0.6982425305818424,1
index1326,0.4436439206597216,-0.04157502026266419,1
index1327,1.336879423786591,-0.27891471936613804,1
index1328,0.8768183643181048,0.6604956770207638,1
index1329,-1.0377153569625377,-0.3711507250153652,1
index133,1.0051552829356485,-1.7272571670642751,1
index1330,-0.3788206534548828,0.31900537742744667,1
index1331,0.6381806246624526,-0.46339274651352,1
index1332,1.0900824043976893,-1.5914803505288588,1
index1333,-1.2259591890680144,-0.31921019326720196,1
index1334,-1.0464199183519594,-1.062001211336961,1
index1335,0.4013552824809413,1.2779518998146602,1
index1336,-1.2442386057885284,-1.1154160343708721,1
index1337,1.3301326545338772,-1.2895554644802925,1
index1338,0.08795019636501193,-0.5351762840952686,1
index1339,-1.1825193700305103,-0.257314730973782,1
index134,1.1421999582840499,0.8415584468687174,1
index1340,1.078927774923489,0.521460131633239,1
index1341,0.8557152408447415,1.5929858633031948,1
index1342,0.3200635991964391,-0.32128865491521386,1
index1343,-1.201559042054938,-0.619457287048766,1
index1344,-1.2443620808093265,0.17227750818544119,1
index1345,-1.3218585582542448,-1.1069473025253647,1
index1346,0.9617629683691028,-1.581114356017272,1
index1347,0.02139583482498223,0.45318959412816306,1
index1348,-0.13451810693243996,0.7089152108604928,1
index1349,1.1573869172734947,-1.399705513489987,1
index135,-0.8991438585915935,0.9162052850536841,1
index1350,-0.3342403936684615,1.2459950719284028,1
index1351,0.8852550731650539,-0.36314392885615626,1
index1352,-0.8641286713909373,0.323691074078261,1
index1353,0.47149425836251,1.77892894672816,1
index1354,1.1035228393546683,-0.1917671022756896,1
index1355,-1.1873904276392457,-0.6980572727550597,1
index1356,-1.2159781986908356,-0.49359378606486415,1
index1357,1.0374546185010893,-0.4500267583027732,1
index1358,0.47867049309981774,1.2984558968169249,1
index1359,1.204395273724059,1.7815289558244214,1
index136,-1.2273597486065388,-1.5064575569678522,1
index1360,-0.6312686823318648,1.327949544087329,1
index1361,-1.2853846502614186,-1.3573433646402109,1
index1362,0.8624907418209647,-0.1291081434479071,1
index1363,0.7266127824570185,-0.9095755792904667,1
index1364,-1.0663296186793485,-0.5322274284620313,1
index1365,-1.0611914725104672,0.21950521220677377,1
index1366,-0.10745278622514619,0.8510710083184768,1
index1367,-0.8866446131584771,0.6810400973156929,1
index1368,-1.1155016066404129,0.7856003448027604,1
index1369,-1.229756593679696,-1.1140206701021698,1
index137,1.0697561207035347,0.5280382858616866,1
index1370,0.8355714451195699,0.9916017744665053,1
index1371,-1.0299350305108703,-0.2106682358857007,1
index1372,0.39148945394178164,-0.040735593526935045,1
index1373,0.9675192757660207,-0.35372108868603186,1
index1374,-0.07483828947333875,0.7523900557787893,1
index1375,-0.3251981924980296,-0.5727644894319567,1
index1376,1.1125584001295943,-1.0379793300851672,1
index1377,0.5545134381437145,-0.1347424664355282,1
index1378,1.1544207783693858,0.45795432901797056,1
index1379,0.26654647262107817,-1.1495141685471855,1
index138,1.2207442240421216,-0.5769325719673019,1
index1380,1.063678942193446,-0.37350059128626684,1
index1381,-0.33865544298915085,2.036019987943773,1
index1382,-0.9716738247992335,0.6802333737491852,1
index1383,1.2931187861284437,0.2822727868733466,1
index1384,-0.9383991769545946,-0.18511995191594927,1
index1385,1.0217752419358221,-1.4227657391009685,1
index1386,-1.0201320409419432,0.8901904364166425,1
index1387,-1.1961403157877666,-1.030877895562225,1
index1388,1.0862328415361888,-1.0731492500631787,1
index1389,-1.1941666774665547,-1.0537670493827018,1
index139,-0.8183090015785887,0.3053217471219467,1
index1390,-0.7082723522673201,0.16878375374180407,1
index1391,0.39924437937197793,-0.43841864021491284,1
index1392,0.812141961356196,-0.4764872672036033,1
index1393,0.8492004988025422,-0.992099039703083,1
index1394,-1.2378661691204207,0.02623412165191612,1
index1395,1.1858159742951746,-0.5489983255744043,1
index1396,1.3331652141867023,-0.2842333873529953,1
index1397,-1.0107961615110488,0.36636338250747535,1
index1398,0.46833143511110475,0.9096188739475178,1
index1399,-0.9617775846928397,-0.4316424489100153,1
index14,-1.1496059946282786,0.05306809219815912,1
index140,-1.2165401601055614,-0.9705345315759919,1
index1400,-1.189972047837176,-0.7433231389713294,1
index1401,-1.031622293194028,-0.42553510002107287,1
index1402,-1.2115789274589515,-0.40127500125566323,1
index1403,-1.1059969306178248,-0.5149420012842549,1
index1404,0.5344775757810709,-1.4376866559743318,1
index1405,0.5490724990394159,1.3010526501570052,1
index1406,-0.0462864105153785,1.4708110629752003,1
index1407,0.09066114957303666,1.79215811760295,1
index1408,1.0955056118331352,-0.06938044603297419,1
index1409,1.1523608198640931,0.012860727615356369,1
index141,0.025096230940950905,0.8772933543785848,1
index1410,1.3915872717537545,0.4650548471390393,1
index1411,0.17954931387303136,2.571872136334566,1
index1412,-1.1151439131339769,-1.099897756451511,1
index1413,-1.1606823903233718,-0.9315722063056912,1
index1414,0.5165648584090096,0.45865894528502116,1
index1415,1.1624440731902435,-1.4882878586724644,1
index1416,-1.271727549594642,-1.1375244932884496,1
index1417,1.0775757146025808,0.23253778681005305,1
index1418,1.2446767896811362,-0.9514962414853325,1
index1419,0.5923426648383686,1.6510281985611603,1
index142,0.8676594145178514,0.9503625983920333,1
index1420,-1.1309910276610267,-0.20364777596397188,1
index1421,-0.7944854252972879,0.40957399202653116,1
index1422,0.9418363060427609,-0.5404172560591237,1
index1423,1.3313154611775486,0.10779146271136637,1
index1424,-0.9621703307066005,-0.691564337324835,1
index1425,0.2899836224758488,1.18368934910939,1
index1426,1.2197859838121958,-1.6549287986436139,1
index1427,0.14332493854353867,0.18807689347248488,1
index1428,-1.2163292093479419,-0.2780378498966564,1
index1429,-0.9020376883376084,-0.3540307290117666,1
index143,-0.20225528611518995,-0.3232081049562973,1
index1430,-0.5207856383541688,-0.38315175710787475,1
index1431,0.34210600421659165,-0.40747082685616814,1
index1432,0.2882161258248292,-0.7210134619555397,1
index1433,-1.222975026754494,-0.54644646703754,1
index1434,0.5548746284839088,1.0811431352592662,1
index1435,-1.0001459953581067,-0.25964761900111977,1
index1436,-1.295029254528754,-0.28576950938487117,1
index1437,-1.0191194113110116,0.515019471312012,1
index1438,0.7265419944682711,1.700891159638961,1
index1439,-1.1570761351698935,-0.06499533650596397,1
index144,1.0732632920082428,-0.7775185100629187,1
index1440,0.9081734239687684,-0.46243799105439015,1
index1441,-0.04412715170326329,1.8365033390099101,1
index1442,1.2390056372896538,0.19377325886076527,1
index1443,-0.8450834165888087,1.036137244344179,1
index1444,0.9201382966221264,-0.05958563271072034,1
index1445,0.482692384077038,-0.28382381126711825,1
index1446,1.1459439789250248,-0.48961815760288147,1
index1447,1.1862777980841033,-1.613434005583458,1
index1448,0.3568419275834468,0.3420485573966783,1
index1449,1.2517581927857702,-1.6651512764913634,1
index145,0.40096418642775405,-0.6867035233365626,1
index1450,0.6430311469251275,0.14041108251348136,1
index1451,1.0510534651995955,0.16341225508140253,1
index1452,0.9948476944812902,-1.9324608145189575,1
index1453,1.289991330231978,0.23186663229555132,1
index1454,-0.7306516976847217,0.6815357456812603,1
index1455,0.42850245323199787,-0.722859452164653,1
index1456,0.39158319098547645,0.4743315156005863,1
index1457,-1.230853144649698,-0.8408242489366257,1
index1458,-1.29482745582555,-1.6074303284537315,1
index1459,-1.183402215846694,0.17275924122363218,1
index146,0.9927765128176226,1.565320707576451,1
index1460,-1.3557808734802808,-0.6169113738256478,1
index1461,-1.2462468387243966,-1.3003644692073302,1
index1462,-0.06777887245005752,0.3862568872891191,1
index1463,-1.198448282093685,-0.09820984460690467,1
index1464,1.191509671580023,0.6116495153126693,1
index1465,-0.9837493450137398,0.5005783139785214,1
index1466,-1.081144125103613,-0.07304206287331268,1
index1467,1.1833075629814382,-1.7018802704357907,1
index1468,-0.9582416939784261,-0.015087145991424902,1
index1469,-1.1585980193061605,0.32907585081944446,1
index147,-0.8450480831174954,-0.2849024759182878,1
index1470,1.1308887819032658,-1.6968732486545832,1
index1471,1.143106680473983,-0.9710536455453858,1
index1472,1.2390242036845196,0.3414497244991625,1
index1473,0.5697809236387623,0.6894445426623128,1
index1474,-0.9121271534711529,1.1197504696092098,1
index1475,-0.8836288344707568,1.0014141436060304,1
index1476,1.1983478010859177,-0.04576532976867652,1
index1477,-1.2266837021547972,-1.0434630632981827,1
index1478,-0.951710562499683,0.7858103022504782,1
index1479,1.2941569935675636,-2.156025826770717,1
index148,1.137056939010283,0.24703115381027346,1
index1480,0.8350088113883601,0.8188098342855203,1
index1481,-1.2724813275923479,-1.6269264835689892,1
index1482,1.2641965727334668,-1.0733415926922187,1
index1483,-1.1816433190406612,-0.03647389285517338,1
index1484,0.8212304498316977,-0.22169540746093663,1
index1485,0.5792717184978892,0.9608188284727512,1
index1486,0.3881882114497728,1.972827185968124,1
index1487,-1.068533019433169,-0.6457951367591779,1
index1488,-1.170067376678285,-0.7387767330705138,1
index1489,-1.0723423773513587,1.280739702057554,1
index149,-1.236046536901449,-0.8871943895059607,1
index1490,1.2709110565686583,0.6007668554779134,1
index1491,-0.5127126270460456,1.4411018766288595,1
index1492,-0.23262610687748408,-0.7457504317407565,1
index1493,0.9812651576869417,0.6426602493748662,1
index1494,-0.984013126278305,1.5315246790351449,1
index1495,0.7455557112466333,-0.3312701761625903,1
index1496,1.149011858537743,0.21285271909345224,1
index1497,1.3158385166118873,-0.40967586819525115,1
index1498,-1.2507955689233992,-1.4078666751733173,1
index1499,-1.2862705797007368,-0.7294329409114182,1
index15,-1.284530292238363,0.5837148602076552,1
index150,-1.1813641974283542,-0.35660095201137243,1
index1500,1.321056963720603,-0.8811312856718672,1
index1501,-0.8004815956184247,0.8617273680964538,1
index1502,-0.32174594893703207,0.9741586258301275,1
index1503,-1.0024772808787048,0.6036798075239631,1
index1504,1.1724091943504042,-0.023721658638669464,1
index1505,-1.1844953564165104,-0.7835153402864186,1
index1506,0.6372217150903116,-0.7656060099642462,1
