index,potential,temperature,ib0,ib1
index124_73,-142222.91284179688,300.120469655643,0.416443086591717,-2.3722776056513193
index124_74,-141911.05310058594,310.6140420611717,0.4188961424330593,-2.365553073607275
index124_75,-142166.6845703125,309.2341495853674,0.43643174650101346,-2.4209078885853303
index124_76,-141930.76123046875,310.48513264627934,0.4453224236741562,-2.4041164390553558
index124_77,-142106.18572998047,307.21993957722793,0.513086673774434,-2.4337829336229717
index124_78,-142057.8768081665,307.66237594410984,0.5001603616161192,-2.463744014448788
index124_79,-142095.6718597412,303.0045653450669,0.4457078476606138,-2.3954958256141903
index124_8,-141758.98876953125,308.0441855917206,0.40773409679281736,-2.3955882126728385
index124_80,-142131.3080444336,300.0113872268428,0.44964872513573517,-2.412844127179074
index124_81,-141896.54136657715,317.60200757799237,0.46131449673389335,-2.4329469158462578
index124_82,-141958.20999145508,313.85299467437613,0.4666101763821553,-2.419910809364679
index124_83,-142185.5369567871,315.1308925885063,0.4413500517274094,-2.3877580431293195
index124_84,-142366.58601379395,304.4097181453042,0.44373457286650064,-2.4133741548071708
index124_85,-142339.80053710938,309.8217736380426,0.4608355516327596,-2.412360485887082
index124_86,-141832.25387573242,305.9793440937552,0.4996182886668341,-2.3915744857964296
index124_87,-142380.80262756348,311.00440441570214,0.4531646594810901,-2.398817532429749
index124_88,-141965.6573486328,298.9423324537219,0.4175594755099705,-2.405813221724502
index124_89,-142220.3060913086,311.6249298729757,0.48501766503589283,-2.3945550959480695
index124_9,-141958.55264282227,304.4713373351469,0.4002535319255729,-2.3754264328305617
index124_90,-142563.99911499023,302.1910198307017,0.4365964821474366,-2.4075337554765657
index124_91,-142148.68508911133,309.4254582247012,0.44682137130329136,-2.412358469238921
index124_92,-141968.7982597351,312.2303384617349,0.47869159505823067,-2.4066246326298417
index124_93,-142181.803565979,308.6366004661226,0.500724680957473,-2.4245620484066297
index124_94,-142184.54763793945,310.4087636926444,0.4882550468171247,-2.4352146830905532
index124_95,-142048.26358795166,304.60704487573435,0.488409550947169,-2.452221387225139
index124_96,-142039.2939376831,306.27462350582897,0.4223579170125671,-2.426826750398254
index124_97,-141846.4121246338,300.830653785665,0.46552424531262915,-2.4202458272338356
index124_98,-142197.85781860352,309.51717758824805,0.4808312359592143,-2.410161333610422
index124_99,-142228.24531555176,298.1512885435304,0.4443861897237893,-2.4062367418008206
index125_0,-141892.69869232178,303.5915661377461,0.36183549603419995,2.195702493122753
index125_1,-141808.79107666016,308.22862844472405,0.38444857590436976,2.3104001793752116
index125_10,-141814.03227233887,308.49787973165536,0.3331822261217131,2.1595090222649507
index125_11,-141929.29738616943,308.9870224034917,0.4002203844052836,2.2672350912870916
index125_12,-141865.40419006348,305.63382833370997,0.4525916838334446,2.2168585434118224
index125_13,-141814.86156463623,307.3220477207201,0.3741713215916057,2.1444684152370788
index125_14,-141647.92182922363,307.36427623961896,0.37604372149537224,2.2233945550463012
index125_15,-142047.96714019775,310.82733921646087,0.3696093488506601,2.184549156892599
index125_16,-141882.2794189453,311.11870759559343,0.3126735527125615,2.176280895229531
index125_17,-142029.1880493164,308.66952204259474,0.34795442416929523,2.1857761904859547
index125_18,-142047.68701171875,297.6273253568364,0.3436988916824325,2.1847108571891347
index125_19,-142027.39379882812,298.3408709883002,0.3629646344861748,2.2213789229338183
index125_2,-141556.78662109375,313.62585439538395,0.4447598975347258,2.261339304915741
index125_20,-141746.99334716797,309.6356287311081,0.4067366046082841,2.2403217642810276
index125_21,-142045.14701843262,299.80893352620734,0.37007657528866233,2.187873956771401
index125_22,-142151.26776885986,310.3724152442576,0.38907904607800214,2.20628028858343
index125_23,-141980.13702392578,315.15539693786934,0.34955209429290124,2.1687293634698803
index125_24,-141953.48972320557,309.12580917149825,0.39726294399471496,2.235713220471804
index125_25,-142001.01613616943,306.6813716647904,0.38275065497493954,2.241673604350298
index125_26,-142213.8508605957,300.18025581040564,0.4067091681656616,2.2322262595124673
index125_27,-141707.13285827637,315.09237751998944,0.3899831420621114,2.241232238929189
index125_28,-141727.51094818115,315.1957543470763,0.397089450501956,2.2346172111533904
index125_29,-142177.33152008057,303.5369435618615,0.37380602911920835,2.2518090106840805
index125_3,-141982.8045578003,308.50625643178915,0.44355534202131475,2.3603034107178713
index125_30,-142311.40650177002,309.8608149146063,0.37367651660273093,2.1967363385843455
index125_31,-142315.16373443604,312.0207934450924,0.40414426754529054,2.2580213970663165
index125_32,-142148.21518707275,303.10093296047665,0.36976313953948603,2.2413466292672974
index125_33,-142181.00505065918,310.47896758796014,0.41196548723613446,2.2259495941983265
index125_34,-142166.46312713623,315.2675407708911,0.3344801243602816,2.1796589230408694
index125_35,-141846.8025817871,305.67661376861344,0.3699086219539387,2.1846155519746504
index125_36,-142065.8720550537,314.0342658355715,0.2938584366249404,2.155033338906816
index125_37,-142094.7555847168,305.3555981551937,0.3931676022234839,2.2465743873479695
index125_38,-141975.5018005371,299.7065898321789,0.4064919119513386,2.252815241394752
index125_39,-142074.93870544434,310.13797499632676,0.3972756318336068,2.2502652858332906
index125_4,-141857.6713104248,307.2426779810952,0.39257963806511176,2.2249153478917294
index125_40,-142189.63665771484,304.8897912777903,0.3235599665515909,2.1820465580398336
index125_41,-141888.56838226318,314.48945582524334,0.37650830439295035,2.228768029031115
index125_42,-142035.66554260254,304.52719013576694,0.37299093885544266,2.222568203441451
index125_43,-141737.326713562,309.03218591353976,0.3777017777981203,2.24346289102592
index125_44,-141972.67756652832,305.31144753853926,0.38239636181575165,2.225013223101655
index125_45,-142175.0902786255,308.6557172400479,0.4130426187233922,2.270820760885732
index125_46,-142086.10498809814,307.80731804437323,0.39238940706249825,2.2663387653293725
index125_47,-141894.86656188965,307.5524967072485,0.45336283322957494,2.2883250602560947
index125_48,-141764.03015899658,300.01595934549124,0.3593040041116613,2.247035294429755
index125_49,-142131.027053833,308.20867711872773,0.3929953373999854,2.2351184352706963
index125_5,-142035.47500610352,309.2778069039687,0.3870485187282753,2.299354689505778
index125_50,-142083.57845306396,304.48561096280565,0.41117262393298604,2.261479180231997
index125_51,-142204.779586792,302.78167287731833,0.3853823155834757,2.220986635223814
index125_52,-141818.61359405518,302.66666174164897,0.3379045363739357,2.142703129308394
index125_53,-141979.3616256714,319.3789635361465,0.4097492700584108,2.2598367422815504
index125_54,-142065.52751159668,296.2298747904734,0.3795068936275052,2.2351628191891244
index125_55,-142256.99000549316,310.0007506115396,0.39833528938563656,2.2123418223452185
index125_56,-142126.17578125,306.59040958335663,0.40240737095821744,2.2276937071534655
index125_57,-142057.70613098145,306.8004043508854,0.3977245660598623,2.2144243267373453
index125_58,-142335.37775421143,303.93842378102755,0.40906133583821247,2.251994039609687
index125_59,-142143.88202667236,300.43988379518623,0.35007326730276245,2.2424499183373996
index125_6,-141882.37071990967,310.94907412514726,0.349263638065864,2.2452025005268132
index125_60,-142059.9621810913,303.97822798369214,0.42399497575965284,2.194918799901809
index125_61,-142264.11813354492,303.044523687327,0.3718750855968168,2.1689890263292098
index125_62,-142121.3595275879,296.31428540667343,0.36039727636376384,2.2488949852626945
index125_63,-142165.59796142578,299.9097777718001,0.38272766445213735,2.1922697238639612
index125_64,-142381.47875976562,308.61545881642996,0.4222306457912164,2.2836783697254885
index125_65,-142203.2744216919,309.5745275336017,0.44573307470948975,2.2461007605154264
index125_66,-142029.49228668213,309.2992999772767,0.41303424277951517,2.2609000164620534
index125_67,-142010.53855895996,300.15672712570057,0.38470966061020495,2.248378375262397
index125_68,-141764.8366241455,309.11048192365115,0.3812058271275903,2.2395199982582286
index125_69,-142047.4429321289,305.2348053752514,0.44371545285222136,2.286457856281018
index125_7,-141689.29723358154,309.62506373412873,0.3883448181868814,2.203774888735647
index125_70,-141808.78063201904,304.1485981252787,0.393778573505393,2.244427144976574
index125_71,-141962.2495880127,309.17189018627835,0.4196123413933631,2.243926418708635
index125_72,-142102.0480041504,307.22731381369675,0.42923553676835124,2.172701389447642
index125_73,-141904.2377090454,299.0886593246052,0.44615559204301747,2.2584141403621207
index125_74,-142098.8307952881,314.98919439221953,0.4481032731129586,2.3214215280197883
index125_75,-142091.24864196777,304.56087685062664,0.4345575599831649,2.2669248490173715
index125_76,-142132.2486038208,323.0006442870794,0.4554737244882381,2.2745468632420587
index125_77,-142035.8093109131,308.06343296542013,0.43768036710392166,2.256515207256756
index125_78,-142188.72323608398,309.90044668075535,0.3997139873110097,2.1537280805625754
index125_79,-142160.11502075195,304.9398346597792,0.45688067789578424,2.2675130714401184
index125_8,-141988.9938659668,315.01398451102267,0.3397409161427011,2.204535786097495
index125_80,-141837.84298706055,308.05732662351136,0.4169063718836722,2.198563091904083
index125_81,-142303.41091918945,309.5901040905424,0.3666131386837338,2.2100467179890115
index125_82,-141761.23931884766,306.4953758236896,0.4119132563322161,2.2395478521585668
index125_83,-142166.34088134766,310.04148385256576,0.4481045299801687,2.2365301770548403
index125_84,-142173.79251098633,296.9303801558718,0.4483628775330373,2.2512339340699397
index125_85,-142055.29057312012,301.74980000647906,0.4476168814518364,2.309714869723841
index125_86,-141971.90575408936,303.7428012670338,0.46311312619408773,2.2633396082113206
index125_87,-142306.79154968262,301.257784433254,0.46164357007661283,2.2846427670034113
index125_88,-142508.79682159424,304.58122665123784,0.3877232743417911,2.1849231737707067
index125_89,-142342.10034179688,305.34912135148693,0.4734312860076242,2.202842656570783
index125_9,-141800.10546875,307.3503897557157,0.2663604498411023,2.016822350869094
index125_90,-142075.58791351318,309.3597102101115,0.44581368015332956,2.241921082078908
index125_91,-142578.80268859863,295.46768700312,0.4213570981057143,2.233377226673254
index125_92,-142358.96509552002,305.9883880865447,0.434664617429947,2.204476425498834
index125_93,-142394.8299407959,305.8271141889524,0.4321092976021964,2.2572370572194713
index125_94,-142292.36782836914,314.51486791496484,0.4200558629447293,2.1827799625386755
index125_95,-142300.2978515625,313.2962907545347,0.4445144677892253,2.2345765767286303
index125_96,-142084.8593902588,305.938744695384,0.45958417207248936,2.2290239748283085
index125_97,-142284.79906463623,298.27044924907926,0.36555938630638607,2.184199775040493
index125_98,-142272.79598999023,306.7488864423371,0.46567705566259043,2.1883159078552405
index125_99,-142149.41758728027,305.45314248823263,0.47021258198037974,2.2240004906483386
index126_0,-142319.8750152588,303.86784864538146,0.48703577309316715,2.438699013833766
index126_1,-142259.46592712402,305.90218613227427,0.42792903357517265,2.3520306406925093
index126_10,-142352.73251342773,309.233713488363,0.44356211501683707,2.3940407614563908
index126_11,-142358.8252029419,302.6950708823972,0.4779455364313744,2.411015587701432
index126_12,-142246.0433807373,308.17710920152206,0.4882355840322391,2.3969495149011513
index126_13,-142270.64031982422,310.64929493738504,0.5018963616163349,2.419332766383199
index126_14,-142348.53959655762,306.7085586159896,0.4246555556795055,2.330110143488812
index126_15,-142298.7233428955,305.018475014299,0.46894940323391654,2.3828983034125
index126_16,-142319.29580688477,300.85893475257313,0.4872093300913811,2.3476402874594977
index126_17,-142321.17749023438,303.7369121215967,0.5164677410068718,2.420833705881398
index126_18,-142525.98010253906,302.4008365513551,0.5048398897366384,2.4352944398616074
index126_19,-142522.08242797852,311.3257133927947,0.5060792145788856,2.3739456410895605
index126_2,-142483.42958068848,307.3224622695954,0.4733050211517702,2.4392679206030645
index126_20,-142466.42729187012,300.7998401569131,0.49789705395025763,2.346447756217974
index126_21,-142237.02989959717,310.82852483319493,0.5338017906820914,2.4374900392434173
index126_22,-142422.8310394287,307.5730221857895,0.5524336223348341,2.4010753243437923
index126_23,-142313.25840759277,305.3864979357559,0.5217933459299338,2.36244388174519
index126_24,-142321.94090270996,307.3649943744481,0.49672823656377063,2.4120207653446917
index126_25,-142558.55714416504,305.3215152902859,0.529982407207225,2.433385909750357
index126_26,-142283.39693450928,309.22802553283253,0.4992610431343115,2.359222348646305
index126_27,-142401.0414276123,312.44241219244446,0.48544772748700216,2.333531503868069
index126_28,-142190.32893371582,310.4481958414137,0.5499031313231585,2.4542365808241593
index126_29,-142444.73043823242,303.93425124841434,0.4772618140661262,2.3310010863520807
index126_3,-142846.7610168457,305.8985789140243,0.50128521796464,2.4305791346327146
index126_30,-142156.84922790527,312.5985508417544,0.4806181864401047,2.342868784167004
index126_31,-142507.84980773926,296.5707574922163,0.4727793017987647,2.33324852594345
index126_32,-142198.03540039062,311.40754451423226,0.50487926752605,2.3465537110865586
index126_33,-142466.3450088501,305.62390418410257,0.49176822163330824,2.3633985485160047
index126_34,-142530.2364654541,299.28622129566077,0.48410944228638686,2.41537803754723
index126_35,-142551.87385559082,310.898572139445,0.47896369806488703,2.4459323028120328
index126_36,-142191.54928588867,310.2294142573893,0.4222035223885574,2.364979606732383
index126_37,-142132.668258667,308.5553055863576,0.5277584974184634,2.349734634582977
index126_38,-142503.53385925293,303.6870910525579,0.5408743781419538,2.363629749376079
index126_39,-141881.19486236572,311.26688658855284,0.541511535549821,2.3645752615895246
index126_4,-142425.81991577148,308.44591929782706,0.4954025581193843,2.386124640292774
index126_40,-142217.05056762695,302.55734876395445,0.5436979776180855,2.371897241172948
index126_41,-142138.65036010742,299.62887235699577,0.48843245827782167,2.317368995836661
index126_42,-142509.7081451416,299.77589041998493,0.5349936682185625,2.31379572816751
index126_43,-142386.60304260254,298.2022793011199,0.5118413698232154,2.364635319122889
index126_44,-141917.72508239746,304.3777887218058,0.501996001279571,2.369362542641613
index126_45,-142360.41023254395,304.51651565878535,0.4495992447890328,2.4072427573053656
index126_46,-142102.58682250977,306.55462312830025,0.5394841591674373,2.342593394088003
index126_47,-142099.20068359375,296.0273255086996,0.4890255693374548,2.258262574337877
index126_48,-142121.71090698242,303.6298205477604,0.5145107375009667,2.3874549563513767
index126_49,-142183.6227874756,314.0071366682554,0.512530401365217,2.3340550848566965
index126_5,-142189.28271484375,305.3425479483168,0.48197710886455136,2.389526071791146
index126_50,-142208.8171081543,311.45377490431264,0.5196719866972191,2.33819484366787
index126_51,-142545.97602844238,306.91065511583315,0.5230811820073688,2.279561655800272
index126_52,-142197.74267578125,311.491050736065,0.5445853966651716,2.343083807653929
index126_53,-142331.14849090576,298.89377407729046,0.5631682186576047,2.388474373505066
index126_54,-142469.8899230957,304.1907507408715,0.5053323671331598,2.271837567176501
index126_55,-142641.71493530273,306.0565127584353,0.49838851395934947,2.317049338401472
index126_56,-142301.4910888672,309.8473277452209,0.5043996591442514,2.3445019811346577
index126_57,-142248.044921875,310.3794133288795,0.5420853714818765,2.399719134877681
index126_58,-142254.30491638184,311.31065278369704,0.5908744096227241,2.3865682656898577
index126_59,-142218.4559020996,317.6974293088991,0.5609208073251675,2.334968316811655
index126_6,-142326.62648773193,299.89061341699795,0.44413755168029256,2.354472474084063
index126_60,-142225.25157165527,296.5076327549244,0.5614327175628016,2.3749750922278663
index126_61,-142285.7585144043,303.8338093464682,0.5040541324151335,2.320897420123145
index126_62,-142327.1152496338,306.6753909845453,0.514176701407064,2.3108737184748813
index126_63,-142311.09698486328,306.70823174702434,0.5299916928817645,2.405857119853626
index126_64,-142386.4972229004,302.1659475008482,0.5919615937036748,2.4589643405140036
index126_65,-142269.52277374268,305.2399458262014,0.5124474041688168,2.3230750055783638
index126_66,-142133.96588134766,308.3146989535865,0.4848894638070729,2.3077007143196147
index126_67,-142271.71215820312,310.8473106914746,0.5178871486697136,2.333638834532347
index126_68,-142169.47091674805,317.5796859957899,0.515493227024536,2.4245532748910628
index126_69,-142408.63311767578,306.5771479672663,0.5087924602261698,2.359515076936766
index126_7,-142331.7760925293,307.0619849168044,0.4287592899870004,2.365722337540001
index126_70,-142347.6595916748,305.1624475824281,0.4541502327039596,2.3179232849662372
index126_71,-142132.05543518066,312.10171790324466,0.5010600828005994,2.3686719979154933
index126_72,-142089.96102905273,308.8045966157426,0.5134234595357807,2.359205489900401
index126_73,-142285.95095825195,306.01692293391926,0.5309793182667664,2.334318863004107
index126_74,-142617.47021484375,303.72452650391097,0.5457100441973504,2.4194753747817623
index126_75,-142013.89971923828,312.0216102053978,0.570447593396062,2.3937998771606956
index126_76,-142124.09855651855,303.35969016369967,0.5183269126146641,2.3212189813780317
index126_77,-142186.86095428467,313.52865069307705,0.5580940528675601,2.433711922794735
index126_78,-142135.9161376953,316.0002869635019,0.5771156663854097,2.4363884863629437
index126_79,-142149.1619567871,309.9400375702184,0.5790382285694684,2.375256488180506
index126_8,-142596.1762084961,301.46901027461274,0.46217767323483017,2.395197662473979
index126_80,-142459.5387649536,304.1524153379786,0.5977928908715766,2.391710343763248
index126_81,-142170.4112701416,312.9083385185147,0.5761962091890775,2.395136993193592
index126_82,-142330.84742736816,303.1875277450919,0.5038659532661354,2.3610796974056516
index126_83,-142408.22395324707,307.40697483801165,0.5277872494335767,2.3962377871730514
index126_84,-142194.68478393555,309.6986491137252,0.4799579798412249,2.3325778386911464
index126_85,-142513.5076751709,309.52546040945725,0.5276273559349888,2.3441767052761406
index126_86,-141986.36865234375,309.3477693428795,0.5050021676643905,2.306990831486377
index126_87,-142270.90019226074,301.4262695503121,0.5451981173087346,2.378040250559114
index126_88,-142237.37915039062,302.4946596219942,0.5250908797365293,2.3765328952308784
index126_89,-142225.67147827148,303.26421997718654,0.5581774151925751,2.3863601463512576
index126_9,-142146.62477111816,304.2310289613766,0.4480998219414898,2.3525077091398203
index126_90,-142234.44648742676,307.45232868874155,0.5446865758756254,2.377971020932889
index126_91,-142542.0203704834,313.1957479601506,0.5600430070089809,2.381974438892788
index126_92,-142431.97763061523,304.0340430080336,0.5154877385498862,2.37514431645197
index126_93,-142490.6492767334,298.9943711207876,0.5015107879482562,2.372756532253908
index126_94,-142453.62477111816,300.9628391329848,0.5786504873193598,2.393241011250786
index126_95,-142200.76217651367,305.70249032014533,0.5334569325476417,2.3649863966153934
index126_96,-142099.49057006836,309.13526583867116,0.5213559512007027,2.3616342645083828
index126_97,-142255.01567077637,304.7398240204813,0.5411708180056398,2.3175244120121805
index126_98,-142228.36051940918,312.18697317290446,0.5453141484860167,2.4080163525911367
index126_99,-142057.736618042,299.6194647187115,0.5349777256848189,2.371388950983864
index127_0,-141568.32397460938,312.997922578129,1.3194901765056013,0.820656328077531
index127_1,-141450.30558776855,304.91109709523965,1.3330605542954197,0.7729930967542071
index127_10,-141991.30465698242,311.8943267656705,1.3009851781980168,0.7129691873685304
index127_11,-141888.57711791992,309.2790334426926,1.293735938390153,0.7815475867845443
index127_12,-142093.34748840332,304.7906244373008,1.3114805093766726,0.649289025420978
index127_13,-141933.3362121582,306.7435582328232,1.3676129856390769,0.7380084298449054
index127_14,-141843.70977020264,299.6150283818476,1.252675386809985,0.8284942144625318
index127_15,-141904.84574890137,308.62200634725895,1.3034325119122592,0.7557792201945057
index127_16,-141834.416015625,304.07982009992264,1.3511260093185962,0.782713641258652
index127_17,-141820.06536865234,314.537596513538,1.301888437742364,0.731086915167328
index127_18,-141894.43756103516,308.26569826868064,1.2884862945446263,0.7341126203953283
index127_19,-141780.68481445312,306.3120138240146,1.3359209528970917,0.7676404655885598
index127_2,-141830.49041748047,305.6802010992419,1.2511407690097591,0.7047742030308302
index127_20,-142392.91590118408,311.5394310983958,1.280843444407341,0.730717314720672
index127_21,-141930.50575256348,302.92908674734053,1.3595176613824709,0.770004838109098
index127_22,-142048.85649108887,320.943461069269,1.3104478134626187,0.687859140051015
index127_23,-142145.44731140137,306.900468385921,1.3930144456070155,0.6707255029927242
index127_24,-142131.07415771484,305.78591384826245,1.3598629737938335,0.6699623636740637
index127_25,-142155.792678833,307.3729233554744,1.3668141643835967,0.670886603313954
index127_26,-142137.7403564453,310.01915332283045,1.3382037367459416,0.676694538016875
index127_27,-142390.77375030518,303.20403008634787,1.3302592097263883,0.7526264888400425
index127_28,-142134.93519592285,307.1543924308345,1.2944488275293318,0.5436697599806042
index127_29,-142156.5749359131,314.8686487448903,1.3973189666888577,0.7187972453887079
index127_3,-141818.90412902832,311.76944046178403,1.0896782298517136,0.765716650277704
index127_30,-142615.43240356445,306.45751468981035,1.3418629816154322,0.6278509099706997
index127_31,-141815.40579223633,308.30099528457373,1.4039606133836608,0.7053702208598103
index127_32,-142072.64533233643,297.4047779353533,1.354088838301423,0.7200382653334536
index127_33,-142399.60744476318,312.3328402056849,1.3642265663278357,0.7778817278279284
index127_34,-142111.10693359375,303.28634307119364,1.40230143147325,0.7075839307596119
index127_35,-142334.02131652832,313.09567357757174,1.4214699653465963,0.7240898810052163
index127_36,-142184.7714996338,300.8605956448553,1.3391869052962893,0.6600648184698292
index127_37,-142241.09646606445,312.10111579820483,1.3630732478879461,0.7129677729629695
index127_38,-142367.10522460938,302.5147132697407,1.3540747007678755,0.6617055041769062
index127_39,-142096.30545043945,311.4930228102016,1.3792381092472359,0.6777575071925941
index127_4,-141887.428276062,300.64343060517376,1.2639965875830346,0.7405390732797092
index127_40,-142301.15591430664,308.4230765318245,1.3162146034714675,0.6687673513180104
index127_41,-142371.3020324707,302.31051888480295,1.3563171314277511,0.6627069529594594
index127_42,-142088.9477005005,310.4686168055161,1.3375275642096525,0.6882631004804549
index127_43,-142411.78370666504,309.87023537087464,1.4026864326484085,0.7533065739641387
index127_44,-142136.54822540283,299.9756007352021,1.3883178635684996,0.7447050758268918
index127_45,-142533.28814697266,310.80376322359353,1.3746384940858478,0.734959160263104
index127_46,-142170.0380783081,303.45149507455324,1.369121986865227,0.7441041848079251
index127_47,-142049.21209716797,314.48535623817565,1.378104629841127,0.703613629617283
index127_48,-142131.48837280273,296.7619999213551,1.4151871560625526,0.7729939414759213
index127_49,-142425.232711792,316.6524929971855,1.3844388582778675,0.7341051871985635
index127_5,-141599.17805480957,312.53520010750725,1.3471107613863,0.7036593226885544
index127_50,-142257.49394226074,293.58738714358196,1.3969809014263368,0.6990792993652863
index127_51,-142340.52709960938,303.863293426108,1.3773373275890501,0.6926533454061048
index127_52,-141967.09324645996,306.9306731197384,1.3462258776083356,0.7231292917004803
index127_53,-142045.0913696289,307.14446660781965,1.3972085784156352,0.8033176710945047
index127_54,-142309.73022460938,307.7547743406233,1.3731118319453097,0.7116305902918607
index127_55,-142217.0069732666,314.3403617867992,1.3930931763369068,0.738399132341528
index127_56,-142356.37564086914,304.78742324317847,1.4080193999287622,0.7159908979186034
index127_57,-142383.248588562,305.660150127913,1.365564962664052,0.7238740130957702
index127_58,-142243.69705200195,306.94709149493406,1.4004317471465881,0.7688745005685589
index127_59,-142094.30628967285,308.68828308491214,1.327651024508553,0.7529373948192233
index127_6,-141737.7158050537,308.5755031935218,1.3139886826920482,0.7591458578954569
index127_60,-142372.67205810547,302.1348775590443,1.372410680945122,0.7605838831427905
index127_61,-142101.1768798828,308.43356983157423,1.3766896904983574,0.7623337845979306
index127_62,-142372.3289642334,304.6186856639006,1.388540630278523,0.7300660349269155
index127_63,-142186.35012817383,295.19818337396674,1.3679638277582447,0.7706894549244234
index127_64,-142492.35815429688,310.3590964844837,1.3990723879657523,0.7356740009556784
index127_65,-142667.9680633545,294.96105046314176,1.3535198243542064,0.7477380761671286
index127_66,-142515.5319519043,308.9491628260654,1.3745483706448758,0.6647041621394416
index127_67,-142243.73672485352,308.07871805722925,1.4002629178955497,0.7594449774581984
index127_68,-142360.08151245117,308.6401846616494,1.3251924731967866,0.7383239738799201
index127_69,-142173.9345855713,305.50366211155415,1.3345760115845993,0.6991898327889681
index127_7,-142104.61947631836,304.07477728042755,1.3696977323055286,0.7573738532747667
index127_70,-142243.8780822754,306.78429183777484,1.2671489781833865,0.708700958474556
index127_71,-142044.9736328125,306.21110143935266,1.3979861067354409,0.7128272049941253
index127_72,-142359.44954681396,308.37828359682237,1.35921425632537,0.7282330881353718
index127_73,-142467.905960083,308.11786116644817,1.3875741426457284,0.6723216829898742
index127_74,-142078.3009033203,313.4581309482546,1.3768838855645322,0.7581642547360361
index127_75,-142268.72467041016,311.41980352313857,1.396714934649774,0.7537901545117884
index127_76,-142332.9925994873,303.8135788333361,1.3641326946980978,0.7416478478289201
index127_77,-142006.20275878906,303.30103092551127,1.392794455847445,0.761599848566588
index127_78,-142312.3049697876,310.47922821364983,1.392594063675476,0.7119649686765142
index127_79,-142340.57879638672,312.9835651058598,1.426046259543051,0.7590911758281764
index127_8,-141953.54513549805,305.47523765277754,1.225393640152971,0.7563453055484151
index127_80,-142188.00355529785,303.8190724391979,1.3855435157812674,0.7067324983421814
index127_81,-141995.57458496094,302.6124673970689,1.3440887780319746,0.7505270978003356
index127_82,-142279.18853759766,305.4437965590622,1.4340066786881338,0.7678812824684718
index127_83,-142015.91268920898,310.9186230723009,1.3105161574631672,0.7011112007760285
index127_84,-142304.30940246582,308.2445947170755,1.3759801694510285,0.736785925311479
index127_85,-142147.74709320068,312.5227871109484,1.3821374699381233,0.7007362624938718
index127_86,-142478.5173187256,315.10240139142684,1.3041813611586925,0.7041066450671214
index127_87,-142348.95442199707,312.97387273179334,1.343288375899773,0.6904766229463313
index127_88,-142366.503616333,300.519392047719,1.3839106982583145,0.7810321234613753
index127_89,-142187.5490951538,306.83929081335395,1.339631898535043,0.7504456120761485
index127_9,-141918.71965026855,307.8155221436664,1.3085561437733024,0.7830551749407639
index127_90,-142253.61389160156,308.70072542920923,1.3572461899326524,0.7045095371478165
index127_91,-142089.18463134766,299.92595219888625,1.3694083194002564,0.7174493710639629
index127_92,-142736.9013748169,307.67521113336085,1.3487853519649904,0.7092350990530396
index127_93,-142502.74061584473,314.11990285403067,1.4180573596729011,0.7875508727369094
index127_94,-142241.72568511963,308.71278303612206,1.4037493182271394,0.754910539920773
index127_95,-142393.15509033203,313.8287643512889,1.3741663143618497,0.7271562499107114
index127_96,-142320.30819702148,305.28893936468,1.231454697090072,0.7558542533521013
index127_97,-142468.2229232788,302.8735031718093,1.3664990604696678,0.76278080829231
index127_98,-142326.8459625244,308.82842086104364,1.3380877052717064,0.6519451842372139
index127_99,-142481.0489730835,307.6862183707266,1.438987207230306,0.7463167631939558
index128_0,-141733.9778137207,302.3750481113438,0.9838555171607293,1.1371381024319454
index128_1,-141932.95010375977,306.5028714061514,0.86640733889579,1.0861814803823309
index128_10,-141647.7449798584,312.9544133550906,1.0269373338390118,1.1498953466103652
index128_11,-141860.58990478516,304.5786565904719,0.9906423347033035,1.2443207918914572
index128_12,-142081.06059265137,311.3040520874134,0.982307963842056,1.1416361274990172
index128_13,-142013.9352722168,310.6961199682212,1.0275634287252025,1.2096077019035523
index128_14,-141871.14805603027,304.71518129954086,0.980146588668515,1.13564326320452
index128_15,-142187.42752838135,306.6140666266004,1.045343439501742,1.1860340555837867
index128_16,-142301.24349975586,309.4460747572348,1.0072368896046249,1.2363265576216058
index128_17,-142114.5237121582,314.1545973126808,1.0330642287536433,1.2034001012551594
index128_18,-142231.43325805664,305.1680221379357,0.9770314310913568,1.1792555277233252
index128_19,-142028.57554626465,301.77321302146646,1.0672378720926545,1.2480676046764427
index128_2,-142003.54650878906,314.77135053397626,1.0182572697318404,1.1740910688347914
index128_20,-141676.46618652344,308.2178510694474,1.0165912441682563,1.1771449284695437
index128_21,-142127.46063232422,311.25118813990747,1.032854417314163,1.184769304296437
index128_22,-142015.06549072266,305.67366941087937,0.9993401246793279,1.2263657492185742
index128_23,-141861.34853363037,305.1218678310413,1.0024102580788354,1.115940114723419
index128_24,-141894.92547607422,308.13672850996556,1.0277202071178,1.1903782855895995
index128_25,-142157.0099029541,305.5254758535833,0.9457677665677029,1.1443259140406605
index128_26,-142003.1463470459,301.67887050135374,1.0004277806856468,1.3026320511199516
index128_27,-142458.8175125122,306.0005266723332,0.9010990606452407,1.1637220629660976
index128_28,-142059.08791351318,305.83810753282006,0.9338174348199764,1.2025373737615028
index128_29,-142234.8548965454,308.0246022542646,0.9297353121015557,1.1633899517639088
index128_3,-141834.8518371582,306.93652164848675,1.0115828410996157,1.1885170147928097
index128_30,-141946.275680542,313.6070099402196,0.8875756320449713,1.0938941006785488
