index,potential,temperature,ib0,ib1,label
index0_0,-105454.1321926117,315.17416763962206,0.739424773838995,0.9543697764925427,0
index0_1,-105216.5935497284,304.21139196135044,0.6846560548287208,0.996084499545214,0
index0_10,-105583.95807647705,309.1723774400427,0.6789867273773368,0.9842096408514873,0
index0_11,-105730.26237654686,303.39815942578593,0.7563699251088352,0.9688870221162744,0
index0_12,-105453.47810745239,308.9690540084712,0.7025718596155242,0.9870495159965211,0
index0_13,-105527.26355791092,310.78481078920044,0.7115459825820678,1.01734051722155,0
index0_14,-105870.06018066406,307.6166590017558,0.7440499130814526,0.9351302971991542,0
index0_15,-105377.25137233734,305.60369330152423,0.7528266353265458,0.999439017532884,0
index0_16,-105704.36142730713,304.6286145544256,0.6970467956265414,0.9186687648510599,0
index0_17,-105601.17800807953,300.9288314035576,0.694320959601401,0.984967427288681,0
index0_18,-105478.54651880264,312.31634391753073,0.7176423788545054,0.9553769594101349,0
index0_19,-105556.91191864014,299.02806455694486,0.7041960354895798,0.959769603015401,0
index0_2,-105447.11600494385,309.8918668428296,0.7626751299748527,0.9820198016273647,0
index0_20,-105475.64755249023,310.515958604107,0.7736898458196091,0.9566726401015406,0
index0_21,-105406.4104757309,301.9014837781951,0.7531697790129912,1.0019035869913426,0
index0_22,-105402.96346855164,302.7849693209234,0.7251853335245633,1.0031846357213678,0
index0_23,-105355.94557952881,309.03894792701766,0.708075208911561,0.9916622788376359,0
index0_24,-105663.09322357178,302.28649357342846,0.79284379527676,1.0178916251031291,0
index0_25,-105558.37614059448,310.1702101435903,0.7385406594285977,0.9576089219831163,0
index0_26,-105623.47136688232,305.78661151345824,0.7059075848106342,1.006289576617962,0
index0_27,-105524.66904067993,306.63790133405564,0.6645247013424223,0.9685624169346332,0
index0_28,-105630.59601402283,304.47094120265575,0.74184951828632,0.9880277842393697,0
index0_29,-105466.00189399719,314.1256503295649,0.7279038765923733,0.9625827722273255,0
index0_3,-105591.81977558136,308.9541063005127,0.7944913533389535,0.9597189039361411,0
index0_30,-105521.38512802124,297.66782826679474,0.7343387539873232,0.9895509566917786,0
index0_31,-105583.66913032532,300.60869807418106,0.760126374600654,0.9992664979544126,0
